CustomerID	Description
17920	FELTCRAFT CUSHION OWL
17920	CHRISTMAS CRAFT TREE TOP ANGEL
17920	CHRISTMAS CRAFT LITTLE FRIENDS
17920	FELTCRAFT CUSHION RABBIT
17920	FELTCRAFT CUSHION BUTTERFLY
17920	12 DAISY PEGS IN WOOD BOX
17920	PAPER CHAIN KIT 50'S CHRISTMAS 
17920	FELTCRAFT CUSHION BUTTERFLY
17920	12 DAISY PEGS IN WOOD BOX
17920	ROSE COTTAGE KEEPSAKE BOX 
17920	TOTE BAG I LOVE LONDON
17920	12 DAISY PEGS IN WOOD BOX
17920	TOTE BAG I LOVE LONDON
17920	FOLDING UMBRELLA PINKWHITE POLKADOT
17920	FOLDING UMBRELLA CREAM POLKADOT
17920	FOLDING UMBRELLA WHITE/RED POLKADOT
17920	SET 10 LIGHTS NIGHT OWL
17920	SMALL POPCORN HOLDER
17920	 SET 2 TEA TOWELS I LOVE LONDON 
17920	FOLDING UMBRELLA RED/WHITE POLKADOT
17920	BABUSHKA LIGHTS STRING OF 10
17920	LUNCH BAG RED RETROSPOT
17920	S/4 VALENTINE DECOUPAGE HEART BOX
17920	FOLDING UMBRELLA CREAM POLKADOT
17920	 SET 2 TEA TOWELS I LOVE LONDON 
17920	FOLDING UMBRELLA RED/WHITE POLKADOT
17920	SOLDIERS EGG CUP 
17920	S/4 VALENTINE DECOUPAGE HEART BOX
